filename,category
COVID-2570.png,COVID
Normal-3733.png,Normal
COVID-562.png,COVID
COVID-1982.png,COVID
COVID-14.png,COVID
Viral Pneumonia-359.png,Viral Pneumonia
Normal-1777.png,Normal
Normal-8245.png,Normal
Normal-5739.png,Normal
Normal-7021.png,Normal
Normal-1325.png,Normal
COVID-1180.png,COVID
Viral Pneumonia-595.png,Viral Pneumonia
COVID-2937.png,COVID
Normal-9123.png,Normal
Normal-8779.png,Normal
Normal-2099.png,Normal
Normal-751.png,Normal
COVID-2801.png,COVID
Normal-6587.png,Normal
Normal-4573.png,Normal
COVID-1607.png,COVID
Normal-5941.png,Normal
COVID-817.png,COVID
COVID-742.png,COVID
COVID-3477.png,COVID
Normal-5332.png,Normal
COVID-1926.png,COVID
Normal-8805.png,Normal
Normal-6791.png,Normal
Normal-7911.png,Normal
COVID-1815.png,COVID
Normal-1326.png,Normal
Normal-1618.png,Normal
Normal-9012.png,Normal
Normal-464.png,Normal
COVID-1784.png,COVID
Normal-10099.png,Normal
Normal-1587.png,Normal
Normal-1694.png,Normal
Normal-9823.png,Normal
Normal-3853.png,Normal
Normal-7784.png,Normal
Normal-3533.png,Normal
Normal-2611.png,Normal
Normal-1468.png,Normal
Normal-8989.png,Normal
COVID-2810.png,COVID
Normal-32.png,Normal
Normal-8565.png,Normal
Normal-1498.png,Normal
Normal-7820.png,Normal
Normal-2342.png,Normal
Normal-7470.png,Normal
COVID-1843.png,COVID
Normal-2020.png,Normal
Normal-8636.png,Normal
Normal-2172.png,Normal
Normal-8402.png,Normal
Normal-2792.png,Normal
Normal-6143.png,Normal
Normal-995.png,Normal
Normal-5018.png,Normal
Normal-4737.png,Normal
Normal-10141.png,Normal
COVID-204.png,COVID
Normal-2347.png,Normal
COVID-2542.png,COVID
Viral Pneumonia-279.png,Viral Pneumonia
COVID-348.png,COVID
Normal-6013.png,Normal
Normal-5483.png,Normal
Normal-263.png,Normal
COVID-2873.png,COVID
Normal-2534.png,Normal
Normal-1318.png,Normal
Normal-8307.png,Normal
Normal-3737.png,Normal
Normal-4007.png,Normal
Normal-5584.png,Normal
Viral Pneumonia-102.png,Viral Pneumonia
Normal-6961.png,Normal
Normal-2559.png,Normal
Normal-5623.png,Normal
Normal-5419.png,Normal
COVID-2925.png,COVID
Normal-627.png,Normal
Normal-4293.png,Normal
Normal-7437.png,Normal
COVID-1293.png,COVID
Normal-1322.png,Normal
Normal-8374.png,Normal
Normal-74.png,Normal
Normal-4058.png,Normal
Viral Pneumonia-98.png,Viral Pneumonia
Normal-1427.png,Normal
Normal-9538.png,Normal
Normal-8751.png,Normal
Viral Pneumonia-327.png,Viral Pneumonia
COVID-2746.png,COVID
Normal-10146.png,Normal
COVID-2522.png,COVID
Normal-8696.png,Normal
COVID-1874.png,COVID
COVID-923.png,COVID
Normal-8213.png,Normal
Normal-3272.png,Normal
Normal-4391.png,Normal
COVID-2892.png,COVID
COVID-1611.png,COVID
Normal-2503.png,Normal
Normal-1099.png,Normal
Normal-4091.png,Normal
COVID-1417.png,COVID
Normal-2253.png,Normal
Viral Pneumonia-21.png,Viral Pneumonia
Normal-3002.png,Normal
COVID-2952.png,COVID
Normal-5406.png,Normal
Normal-3697.png,Normal
Normal-2799.png,Normal
Normal-8355.png,Normal
Normal-9948.png,Normal
Normal-9212.png,Normal
Normal-2827.png,Normal
Viral Pneumonia-205.png,Viral Pneumonia
Normal-5400.png,Normal
Normal-626.png,Normal
COVID-873.png,COVID
Normal-1747.png,Normal
Normal-3657.png,Normal
Normal-657.png,Normal
Normal-2180.png,Normal
Normal-1887.png,Normal
COVID-2648.png,COVID
Normal-8592.png,Normal
Normal-269.png,Normal
Normal-7412.png,Normal
COVID-775.png,COVID
COVID-3267.png,COVID
Normal-8526.png,Normal
Normal-8904.png,Normal
Normal-7576.png,Normal
Viral Pneumonia-703.png,Viral Pneumonia
Normal-7830.png,Normal
Normal-1152.png,Normal
Normal-1598.png,Normal
Normal-1636.png,Normal
Normal-10107.png,Normal
Normal-4914.png,Normal
Normal-2090.png,Normal
Normal-2476.png,Normal
COVID-2615.png,COVID
Normal-3858.png,Normal
Normal-5269.png,Normal
Normal-7527.png,Normal
COVID-1044.png,COVID
COVID-1014.png,COVID
Normal-9422.png,Normal
Normal-4193.png,Normal
Normal-9117.png,Normal
COVID-2936.png,COVID
COVID-1328.png,COVID
Normal-1334.png,Normal
Viral Pneumonia-306.png,Viral Pneumonia
COVID-1782.png,COVID
Normal-4248.png,Normal
Normal-7661.png,Normal
Normal-3928.png,Normal
Viral Pneumonia-1109.png,Viral Pneumonia
Normal-9090.png,Normal
COVID-1347.png,COVID
Normal-2728.png,Normal
COVID-515.png,COVID
Normal-7953.png,Normal
Normal-8441.png,Normal
Normal-7750.png,Normal
Normal-7028.png,Normal
COVID-224.png,COVID
Viral Pneumonia-1215.png,Viral Pneumonia
Normal-8623.png,Normal
Viral Pneumonia-147.png,Viral Pneumonia
COVID-1700.png,COVID
Normal-9562.png,Normal
Normal-127.png,Normal
Viral Pneumonia-378.png,Viral Pneumonia
Normal-1004.png,Normal
Normal-5238.png,Normal
Normal-4907.png,Normal
Normal-8953.png,Normal
Viral Pneumonia-148.png,Viral Pneumonia
Normal-4490.png,Normal
COVID-1220.png,COVID
COVID-1778.png,COVID
Normal-410.png,Normal
Normal-7147.png,Normal
Viral Pneumonia-72.png,Viral Pneumonia
Normal-2870.png,Normal
Normal-3827.png,Normal
COVID-2934.png,COVID
COVID-2013.png,COVID
Normal-2747.png,Normal
Normal-2169.png,Normal
Normal-8639.png,Normal
COVID-3412.png,COVID
COVID-1750.png,COVID
Normal-7067.png,Normal
Normal-7203.png,Normal
Normal-6129.png,Normal
Viral Pneumonia-163.png,Viral Pneumonia
Normal-2703.png,Normal
Normal-3766.png,Normal
Normal-10170.png,Normal
COVID-1687.png,COVID
Normal-3899.png,Normal
COVID-2915.png,COVID
Normal-3781.png,Normal
Normal-4749.png,Normal
COVID-2262.png,COVID
COVID-435.png,COVID
Normal-7489.png,Normal
Normal-819.png,Normal
Normal-8151.png,Normal
Viral Pneumonia-355.png,Viral Pneumonia
Normal-1413.png,Normal
Normal-3770.png,Normal
Normal-5700.png,Normal
Normal-425.png,Normal
COVID-2062.png,COVID
COVID-2770.png,COVID
Normal-3380.png,Normal
Normal-7229.png,Normal
COVID-3001.png,COVID
Normal-2022.png,Normal
COVID-954.png,COVID
COVID-39.png,COVID
Normal-69.png,Normal
Normal-3106.png,Normal
Normal-3413.png,Normal
Normal-9466.png,Normal
Normal-1906.png,Normal
COVID-105.png,COVID
Normal-7545.png,Normal
COVID-2005.png,COVID
Viral Pneumonia-1250.png,Viral Pneumonia
Normal-4924.png,Normal
Normal-2864.png,Normal
COVID-2.png,COVID
Normal-7213.png,Normal
COVID-836.png,COVID
Normal-7945.png,Normal
Normal-1123.png,Normal
Viral Pneumonia-266.png,Viral Pneumonia
Normal-5676.png,Normal
Normal-2525.png,Normal
Normal-6930.png,Normal
Normal-7148.png,Normal
Normal-1569.png,Normal
Normal-3099.png,Normal
Normal-7178.png,Normal
Normal-1563.png,Normal
Viral Pneumonia-634.png,Viral Pneumonia
Normal-8202.png,Normal
COVID-3328.png,COVID
Normal-2930.png,Normal
Normal-538.png,Normal
Normal-3534.png,Normal
Viral Pneumonia-1175.png,Viral Pneumonia
COVID-3216.png,COVID
Normal-8724.png,Normal
Normal-1971.png,Normal
Normal-4863.png,Normal
Viral Pneumonia-566.png,Viral Pneumonia
Normal-4781.png,Normal
COVID-1642.png,COVID
Normal-1035.png,Normal
Normal-4112.png,Normal
COVID-2824.png,COVID
Normal-763.png,Normal
Normal-8550.png,Normal
Normal-8444.png,Normal
COVID-1466.png,COVID
Normal-8670.png,Normal
Normal-9113.png,Normal
Normal-2435.png,Normal
Normal-3633.png,Normal
Normal-394.png,Normal
Viral Pneumonia-8.png,Viral Pneumonia
COVID-696.png,COVID
Normal-1779.png,Normal
Normal-8491.png,Normal
Normal-3427.png,Normal
Normal-6421.png,Normal
COVID-3616.png,COVID
COVID-678.png,COVID
COVID-1469.png,COVID
Normal-2898.png,Normal
Normal-4442.png,Normal
Normal-8244.png,Normal
Normal-8501.png,Normal
Normal-5025.png,Normal
Normal-1552.png,Normal
Normal-3543.png,Normal
COVID-2956.png,COVID
Viral Pneumonia-383.png,Viral Pneumonia
Normal-7722.png,Normal
Viral Pneumonia-202.png,Viral Pneumonia
Normal-1379.png,Normal
Viral Pneumonia-284.png,Viral Pneumonia
Viral Pneumonia-351.png,Viral Pneumonia
Normal-5878.png,Normal
Normal-6784.png,Normal
Normal-6528.png,Normal
Normal-5826.png,Normal
Normal-7099.png,Normal
COVID-3574.png,COVID
Normal-8693.png,Normal
COVID-1727.png,COVID
Normal-3970.png,Normal
COVID-2226.png,COVID
Normal-9434.png,Normal
COVID-1482.png,COVID
Normal-3602.png,Normal
Normal-9883.png,Normal
Normal-4135.png,Normal
COVID-1740.png,COVID
COVID-2024.png,COVID
COVID-632.png,COVID
Normal-6075.png,Normal
COVID-1318.png,COVID
Normal-4508.png,Normal
COVID-2730.png,COVID
Normal-241.png,Normal
Normal-2932.png,Normal
COVID-1968.png,COVID
Normal-10086.png,Normal
Normal-6579.png,Normal
Normal-9675.png,Normal
Normal-6158.png,Normal
COVID-2503.png,COVID
Normal-9474.png,Normal
COVID-2537.png,COVID
Normal-4725.png,Normal
Normal-4426.png,Normal
Normal-9632.png,Normal
Normal-9785.png,Normal
Normal-7701.png,Normal
COVID-2948.png,COVID
COVID-799.png,COVID
Normal-5831.png,Normal
Viral Pneumonia-589.png,Viral Pneumonia
COVID-2443.png,COVID
COVID-393.png,COVID
Normal-7832.png,Normal
Viral Pneumonia-811.png,Viral Pneumonia
Normal-3113.png,Normal
Normal-576.png,Normal
Viral Pneumonia-487.png,Viral Pneumonia
Viral Pneumonia-58.png,Viral Pneumonia
Viral Pneumonia-535.png,Viral Pneumonia
Normal-9130.png,Normal
Normal-1645.png,Normal
Normal-8593.png,Normal
COVID-3256.png,COVID
Normal-9104.png,Normal
Normal-1003.png,Normal
COVID-2194.png,COVID
COVID-3439.png,COVID
COVID-3571.png,COVID
Viral Pneumonia-856.png,Viral Pneumonia
Normal-9125.png,Normal
COVID-1449.png,COVID
COVID-1238.png,COVID
Normal-5394.png,Normal
Normal-3428.png,Normal
Normal-8422.png,Normal
Normal-2620.png,Normal
COVID-3263.png,COVID
Normal-3718.png,Normal
Normal-9720.png,Normal
Normal-8927.png,Normal
Normal-2734.png,Normal
Normal-3259.png,Normal
Normal-9058.png,Normal
Normal-3123.png,Normal
Normal-6475.png,Normal
Normal-5460.png,Normal
Normal-1574.png,Normal
COVID-1848.png,COVID
COVID-1395.png,COVID
Normal-9500.png,Normal
Normal-6450.png,Normal
Normal-8599.png,Normal
Viral Pneumonia-529.png,Viral Pneumonia
COVID-1851.png,COVID
Normal-4294.png,Normal
Normal-7060.png,Normal
Normal-9336.png,Normal
COVID-700.png,COVID
COVID-486.png,COVID
Normal-2778.png,Normal
Normal-597.png,Normal
COVID-431.png,COVID
Normal-4460.png,Normal
COVID-1251.png,COVID
COVID-1285.png,COVID
Normal-3103.png,Normal
COVID-655.png,COVID
COVID-2606.png,COVID
Normal-8014.png,Normal
Normal-5260.png,Normal
Normal-7224.png,Normal
Normal-1361.png,Normal
Normal-4777.png,Normal
Normal-1249.png,Normal
Normal-3989.png,Normal
Normal-7859.png,Normal
Normal-104.png,Normal
COVID-2970.png,COVID
COVID-3411.png,COVID
Normal-8465.png,Normal
Normal-8522.png,Normal
Normal-1710.png,Normal
Viral Pneumonia-1225.png,Viral Pneumonia
Viral Pneumonia-847.png,Viral Pneumonia
Normal-9796.png,Normal
Normal-1222.png,Normal
Normal-9280.png,Normal
COVID-3259.png,COVID
Normal-6883.png,Normal
Normal-6594.png,Normal
COVID-3222.png,COVID
Normal-9555.png,Normal
Normal-6050.png,Normal
Viral Pneumonia-245.png,Viral Pneumonia
Normal-3085.png,Normal
COVID-2495.png,COVID
Normal-6588.png,Normal
Normal-5981.png,Normal
COVID-3420.png,COVID
Normal-45.png,Normal
COVID-2609.png,COVID
Normal-2086.png,Normal
Normal-2340.png,Normal
Normal-5705.png,Normal
COVID-2703.png,COVID
COVID-1998.png,COVID
COVID-1966.png,COVID
Normal-5055.png,Normal
Normal-787.png,Normal
Normal-1932.png,Normal
Normal-2018.png,Normal
Normal-647.png,Normal
Normal-5277.png,Normal
Normal-8509.png,Normal
COVID-1672.png,COVID
Normal-3313.png,Normal
COVID-2668.png,COVID
Normal-1443.png,Normal
COVID-3337.png,COVID
Normal-4156.png,Normal
Normal-9579.png,Normal
Viral Pneumonia-612.png,Viral Pneumonia
Normal-3241.png,Normal
Normal-9157.png,Normal
Viral Pneumonia-918.png,Viral Pneumonia
Normal-2355.png,Normal
Normal-6419.png,Normal
Normal-4187.png,Normal
Normal-8499.png,Normal
Normal-7428.png,Normal
Normal-940.png,Normal
Normal-9329.png,Normal
Normal-357.png,Normal
Normal-5278.png,Normal
Normal-5917.png,Normal
COVID-585.png,COVID
Normal-1584.png,Normal
Normal-571.png,Normal
Normal-2049.png,Normal
Normal-5414.png,Normal
Normal-7047.png,Normal
Normal-8283.png,Normal
Normal-3182.png,Normal
Normal-9342.png,Normal
Normal-8763.png,Normal
Normal-4551.png,Normal
Normal-3570.png,Normal
COVID-1324.png,COVID
COVID-1177.png,COVID
Viral Pneumonia-395.png,Viral Pneumonia
Normal-7415.png,Normal
Normal-6773.png,Normal
COVID-437.png,COVID
Viral Pneumonia-203.png,Viral Pneumonia
COVID-981.png,COVID
Normal-1432.png,Normal
Normal-8899.png,Normal
Normal-6219.png,Normal
Normal-4896.png,Normal
COVID-3489.png,COVID
Normal-9152.png,Normal
Viral Pneumonia-649.png,Viral Pneumonia
Normal-442.png,Normal
Normal-4370.png,Normal
COVID-2021.png,COVID
Normal-459.png,Normal
Normal-38.png,Normal
Normal-6628.png,Normal
COVID-3614.png,COVID
COVID-256.png,COVID
Normal-7900.png,Normal
COVID-1150.png,COVID
Normal-467.png,Normal
Normal-3461.png,Normal
Normal-5398.png,Normal
Normal-3503.png,Normal
COVID-3533.png,COVID
Normal-3469.png,Normal
Normal-3940.png,Normal
Normal-2959.png,Normal
Normal-1234.png,Normal
Normal-1164.png,Normal
Normal-3700.png,Normal
COVID-2886.png,COVID
Normal-4966.png,Normal
Normal-5242.png,Normal
Normal-8006.png,Normal
Normal-7291.png,Normal
Normal-1547.png,Normal
Viral Pneumonia-1018.png,Viral Pneumonia
COVID-776.png,COVID
Normal-3630.png,Normal
COVID-2587.png,COVID
Normal-5102.png,Normal
Normal-5259.png,Normal
Normal-6712.png,Normal
Normal-6291.png,Normal
COVID-3419.png,COVID
Normal-8849.png,Normal
Viral Pneumonia-389.png,Viral Pneumonia
Normal-7475.png,Normal
Normal-9447.png,Normal
Viral Pneumonia-1298.png,Viral Pneumonia
Normal-9568.png,Normal
Normal-4214.png,Normal
Normal-8911.png,Normal
Normal-758.png,Normal
Normal-2141.png,Normal
Normal-3510.png,Normal
Normal-8579.png,Normal
Normal-1294.png,Normal
Normal-9154.png,Normal
Normal-7176.png,Normal
Normal-9454.png,Normal
COVID-772.png,COVID
COVID-3551.png,COVID
COVID-3400.png,COVID
Viral Pneumonia-790.png,Viral Pneumonia
Viral Pneumonia-366.png,Viral Pneumonia
COVID-3065.png,COVID
Viral Pneumonia-1124.png,Viral Pneumonia
Normal-2752.png,Normal
Viral Pneumonia-985.png,Viral Pneumonia
Normal-274.png,Normal
COVID-2354.png,COVID
Viral Pneumonia-668.png,Viral Pneumonia
Viral Pneumonia-874.png,Viral Pneumonia
COVID-915.png,COVID
Normal-8142.png,Normal
Normal-7384.png,Normal
Normal-5531.png,Normal
Normal-1203.png,Normal
Normal-1212.png,Normal
Normal-5680.png,Normal
COVID-3344.png,COVID
Normal-4861.png,Normal
Normal-7085.png,Normal
Normal-485.png,Normal
Normal-7782.png,Normal
Normal-2387.png,Normal
Normal-8489.png,Normal
Normal-1888.png,Normal
Normal-5645.png,Normal
COVID-2030.png,COVID
COVID-2035.png,COVID
Normal-596.png,Normal
Normal-4721.png,Normal
Normal-9311.png,Normal
Viral Pneumonia-927.png,Viral Pneumonia
Normal-3308.png,Normal
Normal-7460.png,Normal
Normal-9663.png,Normal
Normal-6063.png,Normal
COVID-1554.png,COVID
COVID-493.png,COVID
Normal-4643.png,Normal
Normal-6468.png,Normal
Normal-9237.png,Normal
Normal-1788.png,Normal
COVID-1491.png,COVID
COVID-1904.png,COVID
COVID-1205.png,COVID
Normal-9718.png,Normal
Normal-3725.png,Normal
Normal-1743.png,Normal
Normal-5950.png,Normal
COVID-308.png,COVID
Normal-8134.png,Normal
Normal-8839.png,Normal
Normal-2888.png,Normal
Normal-6297.png,Normal
Normal-6619.png,Normal
Normal-10034.png,Normal
Normal-8478.png,Normal
COVID-579.png,COVID
Normal-4421.png,Normal
Normal-3699.png,Normal
Normal-5224.png,Normal
Normal-411.png,Normal
Normal-9587.png,Normal
Normal-3442.png,Normal
Normal-2918.png,Normal
Viral Pneumonia-531.png,Viral Pneumonia
Normal-9092.png,Normal
Normal-9613.png,Normal
COVID-1622.png,COVID
Normal-5824.png,Normal
Normal-695.png,Normal
Normal-4230.png,Normal
Viral Pneumonia-948.png,Viral Pneumonia
COVID-3248.png,COVID
Normal-2964.png,Normal
Normal-1232.png,Normal
Normal-6053.png,Normal
Normal-2865.png,Normal
Normal-965.png,Normal
Normal-5742.png,Normal
COVID-159.png,COVID
Viral Pneumonia-839.png,Viral Pneumonia
COVID-1379.png,COVID
COVID-3114.png,COVID
Normal-5754.png,Normal
Normal-1162.png,Normal
Normal-8344.png,Normal
COVID-1393.png,COVID
COVID-1923.png,COVID
Normal-9328.png,Normal
Normal-5488.png,Normal
Viral Pneumonia-1153.png,Viral Pneumonia
Normal-559.png,Normal
Normal-4661.png,Normal
Normal-1135.png,Normal
Normal-5966.png,Normal
Normal-2634.png,Normal
COVID-699.png,COVID
Normal-4143.png,Normal
Normal-6850.png,Normal
Normal-6420.png,Normal
Normal-8766.png,Normal
Normal-9826.png,Normal
Normal-4739.png,Normal
Normal-4870.png,Normal
COVID-451.png,COVID
Normal-2266.png,Normal
Normal-5895.png,Normal
Normal-851.png,Normal
Normal-9450.png,Normal
Normal-1390.png,Normal
Normal-8896.png,Normal
Normal-1938.png,Normal
Viral Pneumonia-1333.png,Viral Pneumonia
Normal-7097.png,Normal
Normal-1043.png,Normal
Normal-8908.png,Normal
COVID-672.png,COVID
Normal-5401.png,Normal
Normal-10076.png,Normal
COVID-2705.png,COVID
Normal-9219.png,Normal
Normal-9870.png,Normal
Normal-9261.png,Normal
Normal-4022.png,Normal
Normal-6473.png,Normal
Normal-3866.png,Normal
Normal-9354.png,Normal
Viral Pneumonia-672.png,Viral Pneumonia
Viral Pneumonia-772.png,Viral Pneumonia
COVID-2339.png,COVID
Viral Pneumonia-815.png,Viral Pneumonia
Normal-1460.png,Normal
Normal-7693.png,Normal
COVID-1959.png,COVID
Normal-5586.png,Normal
Normal-3809.png,Normal
Normal-4510.png,Normal
COVID-1883.png,COVID
Normal-2535.png,Normal
COVID-195.png,COVID
Normal-7066.png,Normal
COVID-1016.png,COVID
Normal-2958.png,Normal
Normal-6644.png,Normal
COVID-1641.png,COVID
Normal-2412.png,Normal
Normal-3559.png,Normal
COVID-2069.png,COVID
Normal-7044.png,Normal
Normal-4006.png,Normal
COVID-2468.png,COVID
Viral Pneumonia-332.png,Viral Pneumonia
COVID-3469.png,COVID
Normal-1573.png,Normal
COVID-2731.png,COVID
Normal-6527.png,Normal
Normal-9585.png,Normal
Viral Pneumonia-420.png,Viral Pneumonia
Normal-1329.png,Normal
COVID-2053.png,COVID
Normal-2738.png,Normal
Viral Pneumonia-1024.png,Viral Pneumonia
Normal-4072.png,Normal
COVID-2124.png,COVID
Normal-5978.png,Normal
Normal-6788.png,Normal
Normal-4062.png,Normal
Normal-877.png,Normal
Normal-8760.png,Normal
Normal-8687.png,Normal
Normal-4195.png,Normal
Normal-6934.png,Normal
Normal-1253.png,Normal
Normal-7083.png,Normal
Normal-6678.png,Normal
Normal-8474.png,Normal
COVID-2254.png,COVID
Viral Pneumonia-1002.png,Viral Pneumonia
COVID-1120.png,COVID
Normal-1978.png,Normal
Viral Pneumonia-331.png,Viral Pneumonia
COVID-2197.png,COVID
Normal-5629.png,Normal
Normal-7935.png,Normal
Normal-1085.png,Normal
Normal-5500.png,Normal
Normal-7742.png,Normal
COVID-1501.png,COVID
COVID-1246.png,COVID
Normal-9831.png,Normal
Normal-131.png,Normal
COVID-606.png,COVID
